sku,name,desc,price,in_stock,type,short,long,category
APP2077-A,"Open - Apple MacBook Pro 13 ""Core i5 with Touch Bar 31GHz | 8GB RAM | 512GB PCIe SSD Gray Space",MacBook Pro 13-inch Core i5 Touch Bar refitted to 31 GHz with 8GB of RAM and 512GB of SSD PCIe,2255.59,1,"1,02E+12",APP,Apple,apple computers&laptops
APP1150-A,Open - Case Apple iPhone 6 Plus / 6s Plus Silicone Case White,Reconditioned silicone sleeve microfiber premium for iPhone 6 Plus / 6s Plus.,45.0,0,11865403,APP,Apple,tech accessories
APP2480-A,Open - Apple iPhone 8 Plus 256GB Space Gray,Apple iPhone 8 Plus Free Refurbished 256GB Color Gray Space,1089.0,0,113281716,APP,Apple,smartphone
APP1623-A,"Open - Apple iPad Case Smart Keyboard Pro 12.9 """,Case refitted with Spanish and keyboard shortcuts (direct connection) for iPad Pro 12.9,189.0,0,12635403,APP,Apple,tech accessories
APP1756-A,"Open - Apple iPad Silicone Cover Case Pro 97 ""Blue Ocean",Silicone Reconditioned light and soft touch for iPad Pro 97-inch,79.0,0,12635403,APP,Apple,tech accessories
APP2483-A,Open - Apple iPhone 64GB Space Gray X,New iPhone 64GB refitted X Free,1159.0,0,113271716,APP,Apple,smartphone
APP1529-A,"Open - Apple iPad Silicone Case Pro 97 ""Lavender",Reconditioned sleeve lightweight silicone and soft touch for iPad Pro 97-inch,79.0,0,12635403,APP,Apple,tech accessories
APP2220-A,"Open - Apple iMac 27 ""Core i5 3.5GHz Retina 5K | 8GB | 512GB SSD",Computer desktop reconditioned iMac 27 inch 5K Retina 8GB RAM 512GB SSD PCle,2659.0,0,"5,74E+15",APP,Apple,apple computers&laptops
APP2225-A,"Open - Apple iMac 27 ""Core i7 Retina 5K 42GHz | 8GB | 512GB SSD",PC reconditioned iMac 27 inch 5K Retina 8GB RAM 512GB SSD PCle,3079.0,0,"5,74E+15",APP,Apple,apple computers&laptops
APP2238-A,"Open - Apple iMac 27 ""Core i7 Retina 5K 42GHz | 8GB | 1TB Fusion",PC reconditioned iMac 27 inch 5K Retina 8GB RAM 1TB Fusion,2605.59,0,"5,74E+15",APP,Apple,apple computers&laptops
APP2219-A,"Open - Apple iMac 27 ""Core i7 42GHz 5K Retina | 8GB | 512GB SSD",PC reconditioned iMac 27 inch 5K Retina 8GB RAM 512GB SSD PCle,2965.59,0,"5,74E+15",APP,Apple,apple computers&laptops
APP2083-A,"Open - Apple iMac 27 ""Core i5 3.4GHz Retina 5K | 8GB RAM | 1TB Fusion",Reconditioned computer iMac 27 inch 5K Retina 8GB RAM 1TB Fusion,2105.59,0,"5,74E+15",APP,Apple,apple computers&laptops
APP1983-A,Open - Apple Leather Case iPhone Case Brown Candy,And microfiber leather case for iPhone Premium SE,45.0,0,11865403,APP,Apple,tech accessories
APP1625-A,Open - Apple iPhone 7 Plus 128GB Silver,Refurbished Apple iPhone 7 Plus 128GB free Plata,889.0,0,85651716,APP,Apple,smartphone
APP2630,Siri Apple Remote 2017,Remote control for Apple TV Media Player Apple.,69.0,1,54864259,APP,Apple,others
APP1634-A,Open - Apple iPhone 7 Plus 32GB Black,New 32GB Apple iPhone 7 Plus Free Black,779.0,0,85651716,APP,Apple,smartphone
APP2487-A,Open - 32GB Apple TV 4K,Apple multimedia player with open box,199.0,0,113464259,APP,Apple,others
APP2540-A,Open - Apple iPhone Leather Folio X Baya,Leather case with box and official cover Apple,109.0,0,11865403,APP,Apple,tech accessories
APP2081,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 256GB PCIe SSD | Silver",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 256GB PCIe SSD,1755.59,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2079,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 128GB PCIe SSD | Silver",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 128GB PCIe SSD,1505.59,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2078,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 128GB PCIe SSD | Space Gray",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 128GB PCIe SSD,1505.59,1,"1,02E+12",APP,Apple,apple computers&laptops
APP2358,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 256GB PCIe SSD,2349.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2359,"Apple MacBook Pro 13 ""Core i5 2.3GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i5 23 GHz with 16GB of RAM and 256GB PCIe SSD,1989.0,1,"1,02E+12",APP,Apple,apple computers&laptops
APP2360,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 256GB PCIe SSD,2109.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2362,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 512GB PCIe SSD,2599.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2363,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i5 23 GHz with 16GB of RAM and 512GB PCIe SSD,2239.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2364,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 512GB PCIe SSD,2359.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2365,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 512GB PCIe SSD,1999.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2366,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 1TB PCIe SSD,3099.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2367,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 1TB PCIe SSD,2739.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2368,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 1TB PCIe SSD,2859.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2369,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 1TB PCIe SSD,2499.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2370,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 128GB PCIe SSD,2099.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2371,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 128GB PCIe SSD,1739.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2372,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 128GB PCIe SSD,1859.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2373,"Apple Macbook Pro 13 ""Core i7 25Ghz | 16GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 256GB PCIe SSD,2349.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2080,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 256GB PCIe SSD | Space Gray",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 256GB PCIe SSD,1755.59,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2374,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 256GB PCIe SSD,1989.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2375,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 256GB PCIe SSD,2109.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2377,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 512GB PCIe SSD,2599.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2378,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i5 23GHz with 16GB of RAM and 512GB PCIe SSD,2239.0,1,"1,02E+12",APP,Apple,apple computers&laptops
APP2379,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 512GB PCIe SSD,2359.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2380,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 512GB PCIe SSD,1999.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2381,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 1TB PCIe SSD,3099.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2382,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 23GHz with 16GB of RAM and 1TB PCIe SSD,2739.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2383,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 1TB PCIe SSD,2859.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2384,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 1TB PCIe SSD,2499.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2385,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 128GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 128GB PCIe SSD,2099.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2598,Apple 38mm Belt Loop Deportiva Náåácar,Durable and flexible strap sports lockable clip Apple Watch 38mm,59.0,0,2449,APP,Apple,tech accessories
APP2597,Apple 38mm Sport Black Belt Loop,Durable and flexible strap sports lockable clip Apple Watch 42mm,59.0,0,2449,APP,Apple,tech accessories
APP2613,Correa Apple Nike Sport 38mm Pure Platinum / Black,Nike belt shrunk for Apple Watch 38mm,59.0,0,2449,APP,Apple,tech accessories
APP2620,Apple Correa Sport 42mm White Soft,Durable and flexible strap sports with clip closure Apple Watch 42 mm,59.0,0,2449,APP,Apple,tech accessories
APP1563-A,Open - Apple Leather Case iPhone Case Midnight Blue,And microfiber leather case for iPhone Premium SE,45.0,0,11865403,APP,Apple,tech accessories
APP2058-A,"Open - Apple MacBook Retina 12 ""Core m3 12GHz | 8GB RAM | 256GB SSD Space Gray",MacBook Retina display 12 inches Core m3 12GHz 8GB RAM 256GB SSD Space Gray,1505.59,1,"5,39E+11",APP,Apple,apple computers&laptops
APP2076-A,"Open - Apple MacBook Pro 13 ""Core i5 with Touch Bar 31Ghz | 8GB RAM | 256GB PCIe SSD Gray Space",MacBook Pro 13-inch Core i5 Touch Bar with 31 GHz 8GB RAM and 256GB SSD PCIe,2005.59,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2260-A,"Open - Apple Macbook Pro 13 ""Core i5 3.1GHz Touch Bar | 16GB | 512GB SSD Space Gray",MacBook Pro 13-inch Touch Bar refitted with 31 GHz Core i5 with 16GB of RAM and 512GB of SSD PCIe,2489.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2562-A,Open - Apple iPhone Leather Case Cover Red,Reconditioned skin sheath official Apple designed specifically for the iPhone,45.0,0,11865403,APP,Apple,tech accessories
APP2287-A,"Open - Apple MacBook Pro 13 ""Core i7 Touch Bar 35GHz | 16GB | 256GB SSD Silver",MacBook Pro 13 inch Touch Bar reconditioned i7 35 GHz with RAM 16GB SSD and 256GB PCIe,2599.0,0,"1,02E+12",APP,Apple,apple computers&laptops
APP2211-A,"Open - Apple iMac 27 ""Core i5 Retina 5K 34GHz | 8GB | 512GB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 512GB SSD PCle,2459.0,0,"5,74E+15",APP,Apple,apple computers&laptops
APP2229-A,"Open - Apple iMac 27 ""Core i7 Retina 5K 42GHz | 8GB | 2TB SSD",IMac desktop computer 27 inch 5K Retina 8GB RAM 2TB SSD PCle,4519.0,0,"5,74E+15",APP,Apple,apple computers&laptops
APP2566,Apple Silicon Case iPhone Case 8 Plus / 7 Plus Oliva Dark,Ultrathin silicone case and microfiber premium for iPhone 8/7,45.0,0,11865403,APP,Apple,tech accessories
APP2606,Apple Loop Strap Sport 42mm Nacre,Durable and flexible strap sports lockable clip Apple Watch 42mm,59.0,0,2449,APP,Apple,tech accessories
APP2605,Apple 42mm Sport Black Belt Loop,Durable and flexible strap sports lockable clip Apple Watch 42mm,59.0,0,2449,APP,Apple,tech accessories
APP2607,Apple 42mm Belt Loop Sports Arena Rosa,Durable and flexible strap sports lockable clip Apple Watch 42mm,59.0,0,2449,APP,Apple,tech accessories
APP2608,Apple Loop Strap Orange 42mm Deportiva Curcuma,Durable and flexible strap sports lockable clip Apple Watch 42mm,59.0,0,2449,APP,Apple,tech accessories
APP2482-A,Open - Apple iPhone 8 Plus 256GB Gold,Refurbished Apple iPhone 8 Plus 256GB Free Gold,1089.0,0,113281716,APP,Apple,smartphone
APP2619,Apple Correa Deportiva 42mm Gray,Durable and flexible strap sports with clip closure Apple Watch 42 mm,59.0,0,2449,APP,Apple,tech accessories
APP2614,Correa Apple Nike Sport 42mm Pure Platinum / Black,Nike belt shrunk for Apple Watch 42mm,59.0,0,2449,APP,Apple,tech accessories
APP2495-A,Open - Apple Watch GPS 42mm Series 3 Aluminum Case and Space Gray Sport Black Belt,Refurbished Apple Watch 42mm series 3 with GPS altimeter and submersible,399.0,0,24895185,APP,Apple,smart watches
APP2067-A,"Open - Apple MacBook Air 13 ""1.8GHz dual-core Intel Core i5 256GB",Reconditioned computer MacBook Air 13 inch i5 18GHz 8GB RAM and 256GB SSD,1355.59,0,"2,17E+11",APP,Apple,apple computers&laptops
APP2576,Apple 42mm Violeta Correa Deportiva,durable and flexible sports strap with clip closure for Apple Watch 42 mm,59.0,0,2449,APP,Apple,tech accessories
APP2477-A,Open - Apple iPhone 8 Plus 64GB Space Gray,Apple iPhone 8 Plus 64GB Space Gray,919.0,0,113281716,APP,Apple,smartphone
APP1973-A,Open - Apple iPad Wi-Fi 128GB Space Gray,Apple iPad Wi-Fi 128GB Space Gray (MP2H2TY / A),502.81,0,113851714,APP,Apple,tablets
APP1472,Apple Magic Keyboard English International,English keyboard Mac and Apple iPad Ultrathin Bluetooth.,119.0,1,13855401,APP,Apple,computer parts
APP1466,Apple Magic Mouse 2 (OEM),Apple Bluetooth wireless mouse original box,89.0,1,1387,APP,Apple,others
KIN0007,Mac Memory Kingston 2GB 667MHz DDR2 SO-DIMM,2GB RAM Mac mini and iMac (2006/07) MacBook Pro (2006/07/08).,34.99,1,1364,KIN,Kingston,storage
KIN0008,Mac Memory Kingston 1GB 667MHz DDR2 SO-DIMM,1GB RAM Mac mini and iMac (2006/07) MacBook Pro (2006/07/08).,18.99,0,1364,KIN,Kingston,storage
KIN0009,Mac Memory Kingston 2GB 800MHz DDR2 SO-DIMM,2GB RAM iMac with Intel Core 2 Duo (Penryn).,36.99,0,1364,KIN,Kingston,storage
KIN0001-2,Mac memory Kingston 4GB (2x2GB) 667MHz DDR2 SO-DIMM,RAM 4GB (2x2GB) Mac mini and iMac (2006/07) MacBook Pro (2006/07/08).,74.0,0,1364,KIN,Kingston,storage
KIN0025,Mac memory DIMM DDR3 2GB 1333MHz Kingston,2GB RAM Mac Pro (July 2010).,29.99,0,1364,KIN,Kingston,storage
KIN0002-2,Mac memory Kingston 2GB (2x1GB) 667MHz DDR2 SO-DIMM,RAM 2GB (2x1GB) Mac mini and iMac (2006/07) MacBook Pro (2006/07/08).,37.98,0,1364,KIN,Kingston,storage
KIN0003-2,Mac memory Kingston 4GB (2x2gb) SO-DIMM DDR2 800MHz,RAM 4GB (2x2gb) iMac with Intel Core 2 Duo (Penryn).,73.98,0,1364,KIN,Kingston,storage
KIN0074,Kingston DataTraveler SE9 8GB USB 2.0 key,8GB USB 2.0 key minimalist design.,4.99,0,57445397,KIN,Kingston,storage
KIN0072,Kingston DataTraveler SE9 16GB USB 2.0 key,16GB USB 2.0 key minimalist design.,7.0,0,57445397,KIN,Kingston,storage
KIN0073,Kingston DataTraveler SE9 32GB USB 2.0 key,32GB USB 2.0 key minimalist design.,14.99,0,57445397,KIN,Kingston,storage
KIN0078,Kingston V300 SSD Disk 120GB,SSD 120GB SATA Hard Drive Mac and PC III.,60.0,0,12215397,KIN,Kingston,storage
KIN0079,Kingston V300 SSD Disk 240GB,SSD 240GB SATA Hard Drive Mac and PC III,94.99,0,12215397,KIN,Kingston,storage
KIN0081,Mac Memory Kingston 4GB DDR3 1600MHz SO-DIMM,RAM 4GB 135V / 15V MacBook Pro iMac (2013) and Mac mini (2011/12).,25.99,0,1364,KIN,Kingston,storage
KIN0086,Kingston DataTraveler G4 PenDrive 64GB USB 3.0,64GB USB pendrive with cap.,23.0,0,11935397,KIN,Kingston,network devices
KIN0087,Kingston DataTraveler G4 PenDrive 128GB USB 3.0,128GB USB pendrive with cap.,44.99,0,57445397,KIN,Kingston,storage
KIN0088,Kingston DataTraveler G4 PenDrive 16GB USB 3.0,16GB USB pendrive with cap.,7.0,0,57445397,KIN,Kingston,storage
KIN0089,Kingston 32GB DataTraveler USB 3.0 PenDrive G4,32GB USB pendrive with cap.,15.0,0,57445397,KIN,Kingston,storage
KIN0092,Kingston V300 SSD Disk 480GB,SSD 480GB SATA Hard Drive Mac and PC III.,172.99,0,12215397,KIN,Kingston,storage
KIN0106,Kingston Ultimate SDHC UHS Class 1 | 16 GB,SDHC Memory Card 16GB UHS Class 1 with speeds of 95MB / 45MB,15.0,0,57445397,KIN,Kingston,storage
KIN0115,Kingston Ultimate SDHC UHS Class 1 | 32GB,SDHC Memory Card Class 10 32GB speeds 90MB / 45MB,14.99,0,57445397,KIN,Kingston,storage
KIN0116,Kingston Ultimate SDXC Memory Card UHS Class 1 | 64GB,SDXC Memory Card UHS Class 1 | 64GB speeds 90MB / 45MB,33.99,0,57445397,KIN,Kingston,storage
KIN0117,Kingston DataTraveler SE9 64GB USB 2.0 key,64GB USB 2.0 key minimalist design.,21.99,0,57445397,KIN,Kingston,storage
KIN0118,DTmicro Kingston Pen-Drive 16GB USB 3.1,UBS pendrive 16GB micro 3.1 for Mac and PC.,7.99,0,57445397,KIN,Kingston,storage
KIN0119,DTmicro Kingston Pen-Drive 32GB USB 3.1,PenDrive 32GB Micro UBS 3.1 for Mac and PC.,15.99,0,57445397,KIN,Kingston,storage
KIN0120,DTmicro Kingston 64GB USB Pen-Drive 3.1,UBS pendrive 64GB micro 3.1 for Mac and PC.,23.99,0,57445397,KIN,Kingston,storage
KIN0121,Travelstar Kingston Pen Drive 3C Duo micro USB-C 16GB,16GB pendrive reversible USB-C to USB for Mac and PC.,11.99,0,57445397,KIN,Kingston,storage
KIN0122,Travelstar Kingston Pen Drive 3C Duo micro USB-C 32GB,32GB pendrive reversible USB-C to USB for Mac and PC.,17.99,1,11935397,KIN,Kingston,network devices
KIN0130,Mac Memory Kingston 4GB DDR3 1867MHz SO-DIMM,Mac memory Kingston 4GB HyperX DDR3 SO-DIMM 1867MHz 1.35V for 27 inch iMac Retina 5K (Late 2015).,36.99,0,1364,KIN,Kingston,storage
KIN0131,Mac Memory Kingston 8GB DDR3 1867MHz SO-DIMM,Mac memory Kingston HyperX 8GB 1867MHz SO-DIMM DDR3 1.35V for 27 inch iMac Retina 5K (Late 2015).,79.99,0,1364,KIN,Kingston,storage
KIN0124-2,Mac memory Kingston 8GB (2x4GB) SO-DIMM DDR3 1867MHz,Mac memory Kingston 8GB (2x4GB) HyperX DDR3 SO-DIMM 1867MHz 1.35V for 27 inch iMac Retina 5K (Late 2015).,73.98,0,1364,KIN,Kingston,storage
KIN0125-2,Mac memory Kingston 16GB (2x8GB)-DIMM DDR3 1867MHz SO,Mac memory Kingston 16GB (2x8GB) HyperX DDR3 SO-DIMM 1867MHz 1.35V for 27 inch iMac Retina 5K (Late 2015).,119.98,0,1364,KIN,Kingston,storage
KIN0125-4,Mac memory Kingston 32GB (4x8GB) SO-DIMM DDR3 1867MHz,Mac memory Kingston 32GB (4x8GB) HyperX DDR3 SO-DIMM 1867MHz 1.35V for 27 inch iMac Retina 5K (Late 2015).,239.97,0,1364,KIN,Kingston,storage
KIN0135,Kingston Secure Digital Memory Card SDXC Class 10 | 64GB,SDXC Memory Card Class 10 64GB speeds 45MB / 10MB,29.99,0,57445397,KIN,Kingston,storage
KIN0137,Kingston Memory Card microSDHC UHS Class 1 | 16 GB,MicroSDHC Memory Card 16GB UHS Class 1 with speeds of 45MB / 10MB,8.99,0,57445397,KIN,Kingston,storage
KIN0139,Kingston memory card microSDXC 64GB UHS Class 1,Memory card microSDXC UHS Class 1 with transfer rates of 45MB / 10MB,24.99,0,57445397,KIN,Kingston,storage
KIN0140,Kingston Memory Card microSDXC UHS Class 1 | 128GB,Memory card microSDXC UHS Class 1 128GB with transfer rates of 45MB / 10MB,69.99,0,57445397,KIN,Kingston,storage
KIN0141,Kingston Memory Card microSDHC UHS Class 1 | 16 GB,MicroSDHC Card 16GB UHS Class 1 with speeds of 90MB / 45MB,9.99,0,57445397,KIN,Kingston,storage
KIN0142,Kingston Memory Card microSDHC UHS Class 1 | 32GB,Micro SDHC Memory Card 32GB Class 1 with speeds of 90MB / 45MB,18.99,0,57445397,KIN,Kingston,storage
KIN0143,Kingston Memory Card microSDXC UHS Class 1 | 64GB,MicroSDXC memory card UHS Class 1 with speeds of 90MB / 45MB,36.99,0,57445397,KIN,Kingston,storage
KIN0144,Kingston microSDHC Memory Card Class 10 UHS-I | 32GB,MicroSDHC memory card class 10 UHS-I 32GB speeds 90MB / 80MB,17.99,0,57445397,KIN,Kingston,storage
KIN0145,Kingston Memory Card microSDXC UHS Class 3 | 64GB,Memory card microSDXC UHS Class 3 64GB speeds 90MB / 80MB,42.99,0,57445397,KIN,Kingston,storage
KIN0147,Kingston Ultimate SDXC Memory Card UHS Class 1 | 128GB,SDXC Memory Card UHS Class 1 128GB with speeds of 90MB / 45MB,64.99,0,57445397,KIN,Kingston,storage
KIN0146,Kingston UHS-I SDXC Memory Card Class 10 128Gb,Memory Card 128GB ultra high speed.,49.99,0,57445397,KIN,Kingston,storage
KIN0148,Kingston SDXC Memory Card UHS Class 3 | 128 GB,SDXC Memory Card UHS Class 3 128GB with speeds of 90MB / 80MB,59.99,0,57445397,KIN,Kingston,storage
KIN0134,Kingston Secure Digital SDHC UHS Class 1 | 32GB,SDHC Memory Card 32GB UHS Class 1 with speeds of 45MB / 10MB,14.99,0,57445397,KIN,Kingston,storage
KIN0136,Kingston microSDHC Memory Card Class 10 UHS-I | 8GB,MicroSDHC memory card class 10 UHS-I 8GB with transfer rates of 45MB / 10MB,4.99,0,57445397,KIN,Kingston,storage
KIN0149,Kingston DataTraveler SE9 16Gb USB 3.0 G2,16GB USB 3.0 flash drive light and small.,10.95,0,57445397,KIN,Kingston,storage
KIN0151,Kingston DataTraveler SE9 64Gb USB 3.0 G2,64GB USB 3.0 flash drive light and small.,29.95,0,57445397,KIN,Kingston,storage
KIN0152,Kingston DataTraveler G2 USB 3.0 128Gb SE9,128GB USB 3.0 flash drive light and small.,51.95,0,11935397,KIN,Kingston,network devices
KIN0153,Kingston DataTraveler G2 USB 3.0 8Gb SE9,8GB USB 3.0 flash drive light and small.,15.99,0,57445397,KIN,Kingston,storage
KIN0154,Kingston Secure Digital SDHC UHS Class 1 | 16 GB,SDHC Memory Card 16GB UHS Class 1 with speeds of 45MB / 10MB,15.99,1,57445397,KIN,Kingston,storage
KIN0124-A,Open - Mac Memory Kingston 4GB DDR3 1867MHz SO-DIMM,Mac memory Kingston 4GB HyperX DDR3 SO-DIMM 1867MHz 1.35V for 27 inch iMac Retina 5K (Late 2015),36.99,0,1364,KIN,Kingston,storage
KIN0125-A,Open - Mac Memory Kingston 8GB DDR3 1867MHz SO-DIMM,Mac memory Kingston HyperX 8GB 1867MHz SO-DIMM DDR3 1.35V for 27 inch iMac Retina 5K (Late 2015).,87.99,0,1298,KIN,Kingston,storage
KIN0156,Mac memory Kingston 4GB SO-DIMM DDR3åÊ1333MhzåÊ,4GB RAM iMac (2011) Mac mini and MacBook Pro (2011).,35.53,0,1364,KIN,Kingston,storage
KIN0157,Mac memory Kingston 4GB SO-DIMM DDR3åÊ1600Mhz,RAM 4GB 135V / 15V MacBook Pro (2012) iMac (2012/2013) and Mac mini (2012),50.95,0,1364,KIN,Kingston,storage
KIN0151-2,Mac memory Kingston 8GB (2x4GB) SO-DIMM DDR3 1600Mhz,RAM 8GB (2x4GB) 135V / 15V MacBook Pro (2012) iMac (2012/2013) and Mac mini (2012),101.9,0,1364,KIN,Kingston,storage
KIN0159,Mac memory Kingston 8GB SO-DIMM DDR3åÊ1600Mhz,RAM 8GB 135V / 15V MacBook Pro iMac (2013) and Mac mini (2012).,74.99,0,1364,KIN,Kingston,storage
KIN0153-2,Mac memory Kingston 16GB (2x8GB) SO-DIMM DDR3åÊ1600Mhz,RAM 16GB MacBook Pro iMac (2013) and Mac mini (2012).,149.98,0,1364,KIN,Kingston,storage
KIN0150-2,Kingston SO-DIMM memory 8GB (2x4GB) 1333MHz DDR3åÊ,RAM 8GB (2x4GB) MacBook Pro (2011) iMac (2011) and Mac mini (2011),57.98,0,1364,KIN,Kingston,storage
KIN0155,Mac memory Kingston 8GB SO-DIMM DDR3åÊ1333Mhz,8GB RAM iMac (2010/2011) Mac mini (2011) and MacBook Pro (2011).,79.99,0,1364,KIN,Kingston,storage
KIN0149-2,Mac memory Kingston 16GB (2x8GB) SO-DIMM DDR3åÊ1333Mhz,RAM 16GB (2x8GB) iMac (2010/2011) Mac mini (2011) and MacBook Pro (2011),105.98,0,1364,KIN,Kingston,storage
KIN0125,Kingston 8GB Micro SDHC Class 10 45MB / s,8GB micro SDHC card with adapter,4.99,0,57445397,KIN,Kingston,storage
KIN0126,Kingston UHS-I Memory Card 16GB microSDHC Class 10,Micro SDHC Card 16GB Class 10 with adapter for Mac,5.99,0,57445397,KIN,Kingston,storage
KIN0128,Kingston 64GB Micro SDHC Class 10 45MB / s,64GB microSDHC Card with Adapter,22.99,0,57445397,KIN,Kingston,storage
